FacilityKey,Facility Type,Latitude,Longitude,CountryCode,CountryName,GlobalRegion,SubRegion,CurrencyCode,PrivacyRegime,ProvinceState,City,LyraFacilityType,ActiveFlag
509,Pharmacy,5.935330662274708,8.619479099676349,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,British Columbia,Montreal,Telephone Counselling Centre,1
510,Pharmacy,10.285737818783623,7.46221976037196,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Western Cape,Durban,Critical Incident Response Centre,1
511,Pharmacy,4.372784565674005,7.0832182183497245,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Western Cape,Bloemfontein,In-Person Counselling Centre,1
512,Pharmacy,12.944064729173125,11.8739165259629,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Austin,Corporate Wellness Site,1
513,Pharmacy,5.1679033511514,4.145966754204556,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,Quebec,Vancouver,Digital Care Hub,1
514,Pharmacy,5.322790122234826,10.960761580429928,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,Queensland,Melbourne,Corporate Wellness Site,1
515,Pharmacy,4.352495605081192,3.94304895161032,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Los Angeles,Critical Incident Response Centre,1
516,Pharmacy,5.2759509736523365,4.135647338877999,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,New York,Telephone Counselling Centre,1
517,Pharmacy,13.639359604390966,8.168443663507944,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Austin,Critical Incident Response Centre,1
518,Pharmacy,6.054210920540332,11.316987347533653,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,England,Manchester,In-Person Counselling Centre,1
519,Pharmacy,11.95203731729803,8.37401624249175,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,Alberta,Ottawa,In-Person Counselling Centre,1
520,Pharmacy,13.733034095937072,10.590783061897117,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Los Angeles,In-Person Counselling Centre,1
521,Pharmacy,6.33042067443245,11.53915799206026,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Gauteng,Durban,In-Person Counselling Centre,1
522,Pharmacy,7.8097686511602,6.619745453955138,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Los Angeles,Telephone Counselling Centre,1
523,Pharmacy,12.050499021696403,9.667394976780402,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,Alberta,Montreal,Digital Care Hub,1
524,Pharmacy,12.765891200944267,11.009531530736428,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Northern Ireland,Belfast,In-Person Counselling Centre,1
525,Pharmacy,13.13527599798029,6.61185020663584,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,England,London,Corporate Wellness Site,1
526,Pharmacy,9.38585123424857,6.84074956016787,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Miami,Corporate Wellness Site,1
527,Pharmacy,6.811546573276494,12.074928868030447,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Austin,In-Person Counselling Centre,1
528,Pharmacy,7.583243603177772,8.182064367084198,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Miami,In-Person Counselling Centre,1
529,Pharmacy,8.231415701750752,6.333799164639782,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Los Angeles,Telephone Counselling Centre,1
530,Pharmacy,8.972321211376958,10.768805554417945,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,Victoria,Perth,Telephone Counselling Centre,1
531,Pharmacy,4.536826556077607,4.527682663243473,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Northern Ireland,Cardiff,Telephone Counselling Centre,1
532,Pharmacy,7.195238963882657,9.147786278583508,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,Ontario,Toronto,In-Person Counselling Centre,1
533,Pharmacy,7.592492115073451,3.9075068801619786,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,Alberta,Ottawa,Telephone Counselling Centre,1
534,Pharmacy,9.981164981675704,5.84430442482889,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Free State,Pretoria,Critical Incident Response Centre,1
535,Pharmacy,5.900998380448807,9.092429550699396,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Wales,Cardiff,Digital Care Hub,1
536,Pharmacy,6.263382962169984,9.965231704105271,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,British Columbia,Ottawa,In-Person Counselling Centre,1
537,Pharmacy,13.31380875554525,13.884734197985937,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Wales,Cardiff,Digital Care Hub,1
538,Pharmacy,6.529817554965345,9.174797371296972,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Miami,Telephone Counselling Centre,1
539,Pharmacy,8.772658268278521,3.4839590853247837,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Miami,In-Person Counselling Centre,1
540,Pharmacy,9.639589495433682,10.331640048357324,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,New York,Digital Care Hub,1
541,Pharmacy,8.341064332197728,3.479744336741958,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,Ontario,Ottawa,In-Person Counselling Centre,1
542,Pharmacy,8.872707348656274,7.70548337693856,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Western Cape,Pretoria,In-Person Counselling Centre,1
543,Pharmacy,7.145608062832695,6.505961428728032,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Seattle,Critical Incident Response Centre,1
544,Pharmacy,5.888795815329628,6.949357940625989,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Eastern Cape,Durban,Corporate Wellness Site,1
545,Pharmacy,5.320004615627905,3.3278070401869297,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Western Cape,Durban,Digital Care Hub,1
546,Pharmacy,7.630195899842425,3.5583916801728543,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Miami,Digital Care Hub,1
547,Pharmacy,13.371040251742627,3.8364097888622415,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Seattle,Digital Care Hub,1
548,Pharmacy,5.471694024751823,3.514701504710872,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Western Cape,Bloemfontein,Telephone Counselling Centre,1
549,Pharmacy,10.395712140609287,13.709345949473557,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Seattle,In-Person Counselling Centre,1
550,Pharmacy,11.669089433252722,4.2640391250405045,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Wales,Manchester,Telephone Counselling Centre,1
551,Pharmacy,10.360326029056424,12.82904400172271,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Austin,In-Person Counselling Centre,1
552,Pharmacy,6.079519179653687,14.673280327569216,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,New South Wales,Adelaide,In-Person Counselling Centre,1
553,Pharmacy,12.006204684706743,11.787234704984751,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Free State,Bloemfontein,Telephone Counselling Centre,1
554,Pharmacy,12.22987208738868,4.380925460133852,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Gauteng,Johannesburg,Critical Incident Response Centre,1
555,Pharmacy,6.686503899450445,13.418016826677093,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,Western Australia,Melbourne,Critical Incident Response Centre,1
556,Pharmacy,10.41315976072432,10.900484512745876,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Seattle,Digital Care Hub,1
557,Pharmacy,7.849373603960704,3.819307559719371,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Los Angeles,In-Person Counselling Centre,1
558,Pharmacy,13.40115166886211,7.388719509791688,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Seattle,Corporate Wellness Site,1
559,Pharmacy,9.086443250264786,13.490858875199182,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Wales,Belfast,Telephone Counselling Centre,1
560,Pharmacy,9.053972341405284,11.558871803654698,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Free State,Johannesburg,Corporate Wellness Site,1
561,Pharmacy,8.437633200340716,13.934083504144436,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Gauteng,Johannesburg,Telephone Counselling Centre,1
562,Pharmacy,6.263712016687546,7.640486575643537,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Seattle,Corporate Wellness Site,1
563,Pharmacy,9.341660361366175,7.418791947045435,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Seattle,Telephone Counselling Centre,1
564,Pharmacy,5.698671193875991,12.875697188448385,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Seattle,Corporate Wellness Site,1
565,Pharmacy,9.48896539401452,4.133288220947564,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,New York,Critical Incident Response Centre,1
566,Pharmacy,11.56400720972847,8.110795706951157,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,KwaZulu-Natal,Bloemfontein,Telephone Counselling Centre,1
567,Pharmacy,4.481535391820617,5.167619482405093,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Seattle,In-Person Counselling Centre,1
568,Pharmacy,5.074819326651324,14.056511864877915,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Miami,Critical Incident Response Centre,1
569,Pharmacy,8.476516783340749,6.75639542268826,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,Western Australia,Sydney,In-Person Counselling Centre,1
570,Pharmacy,7.871302851625934,12.629399568015064,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Austin,Corporate Wellness Site,1
571,Pharmacy,4.664513200118689,13.693171424408572,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Los Angeles,Digital Care Hub,1
572,Pharmacy,7.327551810486908,13.676378271475036,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,England,Cardiff,In-Person Counselling Centre,1
573,Pharmacy,11.039344371094906,10.159427569771225,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Austin,Telephone Counselling Centre,1
574,Pharmacy,13.499373402794347,11.271237734252868,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Gauteng,Bloemfontein,Telephone Counselling Centre,1
575,Pharmacy,6.232053164244684,8.75562881458041,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,Western Australia,Perth,Corporate Wellness Site,1
576,Pharmacy,9.849073607374727,13.629600407287208,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,Ontario,Ottawa,In-Person Counselling Centre,1
577,Pharmacy,4.7597365057228425,4.584391184852155,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,New York,In-Person Counselling Centre,1
578,Pharmacy,9.734956818253888,3.4419743692339866,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,New South Wales,Perth,In-Person Counselling Centre,1
579,Pharmacy,8.867267995572206,12.82561945722952,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,New York,Digital Care Hub,1
580,Pharmacy,11.625375541048117,14.61731132949202,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Miami,Corporate Wellness Site,1
581,Pharmacy,5.2832336136251214,5.026008403218784,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Miami,Critical Incident Response Centre,1
582,Pharmacy,13.098593212649602,11.8515173641678,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,Alberta,Vancouver,In-Person Counselling Centre,1
583,Pharmacy,13.686924268423468,5.460805807933027,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Austin,Corporate Wellness Site,1
584,Pharmacy,10.521486976801537,10.22949112593654,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Los Angeles,Corporate Wellness Site,1
585,Pharmacy,10.32643972332991,11.2565123856542,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,KwaZulu-Natal,Bloemfontein,Digital Care Hub,1
586,Pharmacy,11.632057870770772,5.315007784887349,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Miami,Critical Incident Response Centre,1
587,Pharmacy,6.70343823111769,8.200399705137299,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Seattle,Telephone Counselling Centre,1
588,Pharmacy,5.144661379403437,5.678471180178782,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,New York,Telephone Counselling Centre,1
589,Pharmacy,9.240817720627648,12.917762239322354,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Seattle,Corporate Wellness Site,1
590,Pharmacy,6.51139742409929,10.85750283333061,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,New York,In-Person Counselling Centre,1
591,Pharmacy,12.445261579164862,3.6328504773327657,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Seattle,Corporate Wellness Site,1
592,Pharmacy,4.310806203238344,11.360667287325487,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Free State,Cape Town,Corporate Wellness Site,1
593,Pharmacy,9.107193562402747,7.182052409673963,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Los Angeles,Telephone Counselling Centre,1
594,Pharmacy,8.689399446902584,14.356904751671838,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Los Angeles,Corporate Wellness Site,1
595,Pharmacy,5.773741997543683,8.247142939554529,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,Western Australia,Sydney,In-Person Counselling Centre,1
596,Pharmacy,10.233094115754763,13.363223089427878,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Los Angeles,In-Person Counselling Centre,1
597,Pharmacy,4.412729125311701,5.535004213055613,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Gauteng,Cape Town,Digital Care Hub,1
598,Pharmacy,10.43092581364268,12.54541525771061,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,New York,Critical Incident Response Centre,1
599,Pharmacy,13.033785621000993,7.623198362667125,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Miami,Telephone Counselling Centre,1
600,Pharmacy,6.169525192006893,8.453227697544145,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Seattle,In-Person Counselling Centre,1
601,Pharmacy,9.017234586564308,7.394580000120371,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Los Angeles,Digital Care Hub,1
602,Pharmacy,9.814923369796997,8.23812443636404,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,New York,Digital Care Hub,1
603,Pharmacy,5.184912841510464,9.4918238938227,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,New York,Digital Care Hub,1
604,Pharmacy,11.487618959293156,14.236715119226762,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,New York,Telephone Counselling Centre,1
605,Pharmacy,12.388926418800631,9.397650695447158,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Miami,Telephone Counselling Centre,1
606,Pharmacy,6.703578899231252,13.369209688690535,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Seattle,In-Person Counselling Centre,1
607,Pharmacy,7.760249127299737,13.360105860031233,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Miami,Corporate Wellness Site,1
608,Pharmacy,4.886620123374842,4.389257652529693,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Austin,Telephone Counselling Centre,1
609,Pharmacy,8.668685863547054,9.553528052482324,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,New York,Telephone Counselling Centre,1
610,Pharmacy,7.228373304954992,7.568820585524131,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Eastern Cape,Durban,Critical Incident Response Centre,1
611,Pharmacy,12.865025978607912,13.249919579029877,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Los Angeles,Telephone Counselling Centre,1
612,Pharmacy,12.567889439607267,3.3553121552847416,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Wales,London,Critical Incident Response Centre,1
613,Pharmacy,13.581941020663692,4.105939727755331,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,KwaZulu-Natal,Pretoria,Digital Care Hub,1
614,Pharmacy,11.515004709920884,11.2007679350049,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Seattle,Corporate Wellness Site,1
615,Pharmacy,13.653275912419868,7.369989577449807,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,New South Wales,Brisbane,Telephone Counselling Centre,1
616,Pharmacy,6.387958548212322,7.42353303641805,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,Western Australia,Adelaide,Telephone Counselling Centre,1
617,Pharmacy,9.02934643463515,8.33164371121847,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Miami,Digital Care Hub,1
618,Pharmacy,9.852191764603546,7.798888544121167,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Los Angeles,Corporate Wellness Site,1
619,Pharmacy,13.786175617708825,4.516588627144543,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,England,Belfast,Digital Care Hub,1
620,Pharmacy,5.0380448286369806,9.496634806302312,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,KwaZulu-Natal,Bloemfontein,Telephone Counselling Centre,1
621,Pharmacy,5.0147133765698655,5.801222784557169,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Los Angeles,Corporate Wellness Site,1
622,Pharmacy,6.993631912095225,5.489179665756017,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Austin,Corporate Wellness Site,1
623,Pharmacy,4.286947003193487,5.1921651829799975,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Los Angeles,Digital Care Hub,1
624,Pharmacy,4.309871508641674,10.31478547923634,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Seattle,Corporate Wellness Site,1
625,Pharmacy,6.97443466636213,8.42760869788112,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Gauteng,Durban,Corporate Wellness Site,1
626,Pharmacy,5.040905931566925,8.362781998309943,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Austin,Digital Care Hub,1
627,Pharmacy,9.114309617421668,8.757956085670465,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Los Angeles,Telephone Counselling Centre,1
628,Pharmacy,10.8498417719876,8.791748537606113,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Western Cape,Bloemfontein,In-Person Counselling Centre,1
629,Pharmacy,12.291708037515232,8.552275440240075,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Miami,Telephone Counselling Centre,1
630,Pharmacy,9.033060879459208,4.211198622928983,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Seattle,In-Person Counselling Centre,1
631,Pharmacy,11.088498830924015,7.948623778944256,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Western Cape,Johannesburg,In-Person Counselling Centre,1
632,Pharmacy,7.5113338267925105,5.81496734715228,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,Queensland,Perth,Telephone Counselling Centre,1
633,Pharmacy,10.066543329587464,4.160251710712754,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Austin,In-Person Counselling Centre,1
634,Pharmacy,8.468612069938429,13.241414218475716,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Miami,Telephone Counselling Centre,1
635,Pharmacy,10.79788047036297,3.313192130498208,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Austin,Corporate Wellness Site,1
636,Pharmacy,7.312142806697301,11.144838568104928,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Austin,Critical Incident Response Centre,1
637,Pharmacy,9.43479183701094,13.946539150114951,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Miami,Telephone Counselling Centre,1
638,Pharmacy,11.267766425140737,6.7751307348251775,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Austin,Critical Incident Response Centre,1
639,Pharmacy,8.143427129973615,7.306040491683522,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Austin,In-Person Counselling Centre,1
640,Pharmacy,7.058392919148662,3.9506377756277455,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,New York,Telephone Counselling Centre,1
641,Pharmacy,6.770910001309964,4.398933629129178,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Seattle,Telephone Counselling Centre,1
642,Pharmacy,4.867195563083755,4.629057867684633,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Seattle,In-Person Counselling Centre,1
643,Pharmacy,6.847488768974353,10.45857994324,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,New York,Corporate Wellness Site,1
644,Pharmacy,9.315410896631384,5.974985400445533,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Miami,Digital Care Hub,1
645,Pharmacy,12.896834709879377,6.035931979262808,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Los Angeles,Telephone Counselling Centre,1
646,Pharmacy,6.824776276905649,5.73601141944846,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,New South Wales,Sydney,Telephone Counselling Centre,1
647,Pharmacy,11.20457043752766,14.352946953279728,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Free State,Cape Town,In-Person Counselling Centre,1
648,Pharmacy,8.585372855871823,12.820629549291032,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,KwaZulu-Natal,Johannesburg,Telephone Counselling Centre,1
649,Pharmacy,10.022193685671263,10.947213054256796,UK,United Kingdom,Europe,Western Europe,GBP,UK GDPR-oriented privacy controls,Northern Ireland,Manchester,Telephone Counselling Centre,1
650,Pharmacy,13.203581669750326,4.154196771220023,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Austin,Telephone Counselling Centre,1
651,Pharmacy,5.225329243398286,9.358087476574523,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Los Angeles,Corporate Wellness Site,1
652,Pharmacy,4.98414584156388,7.727341577898933,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Miami,Critical Incident Response Centre,1
653,Pharmacy,13.432037029554984,8.589246795708533,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,KwaZulu-Natal,Pretoria,In-Person Counselling Centre,1
654,Pharmacy,11.840563960384376,3.1996761243475755,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,KwaZulu-Natal,Cape Town,Critical Incident Response Centre,1
655,Pharmacy,5.859459779497529,7.648294348280368,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Los Angeles,In-Person Counselling Centre,1
656,Pharmacy,9.890675683435065,9.51782952834243,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Los Angeles,In-Person Counselling Centre,1
657,Pharmacy,12.899480510745724,10.093196259269655,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,New York,Telephone Counselling Centre,1
658,Pharmacy,7.242425587593777,6.997727781067189,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,New York,Digital Care Hub,1
659,Pharmacy,8.343753126281898,4.624600679968145,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Free State,Johannesburg,Critical Incident Response Centre,1
660,Pharmacy,6.843323901317907,12.52422377507398,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,KwaZulu-Natal,Bloemfontein,Digital Care Hub,1
661,Pharmacy,12.026706564089238,8.038569104463454,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Miami,In-Person Counselling Centre,1
662,Pharmacy,5.239916114588321,8.292832887257388,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,Ontario,Calgary,Digital Care Hub,1
663,Pharmacy,7.146342202306233,10.517433643606193,ZA,South Africa,Africa,Southern Africa,ZAR,POPIA-oriented privacy controls,Eastern Cape,Durban,Telephone Counselling Centre,1
664,Pharmacy,8.61262593810974,13.837578612723336,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,New York,Corporate Wellness Site,1
665,Pharmacy,5.408353690216413,11.093330639483414,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Seattle,In-Person Counselling Centre,1
666,Pharmacy,12.08740423575822,11.076896638098855,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Seattle,In-Person Counselling Centre,1
667,Pharmacy,6.39950756184077,9.598737583302045,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Miami,Digital Care Hub,1
668,Pharmacy,11.26503722684641,12.831851041637288,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,New York,Digital Care Hub,1
669,Pharmacy,11.384506478412598,11.342356905926176,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,California,Austin,Telephone Counselling Centre,1
670,Pharmacy,13.286618077579655,4.144395147455786,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,New York,Digital Care Hub,1
671,Pharmacy,13.313758871206202,6.916660892007587,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Los Angeles,Telephone Counselling Centre,1
672,Pharmacy,7.395489834298667,5.703416284530649,AU,Australia,Asia-Pacific,Oceania,AUD,Australian Privacy Act-oriented controls,Western Australia,Melbourne,Digital Care Hub,1
673,Pharmacy,9.206114414108976,8.725261679663703,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,Los Angeles,Corporate Wellness Site,1
674,Pharmacy,6.03364135453257,5.514590481628941,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,New York,Los Angeles,Corporate Wellness Site,1
675,Pharmacy,6.575064811129152,10.804571210054943,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Florida,Austin,Digital Care Hub,1
676,Pharmacy,7.5042851753219795,5.925018872350239,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,Quebec,Calgary,In-Person Counselling Centre,1
677,Pharmacy,12.65444897680642,13.117555763756735,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Texas,New York,Telephone Counselling Centre,1
678,Pharmacy,10.179115416318655,14.106026447859568,US,United States,North America,United States,USD,HIPAA-oriented privacy controls,Washington,Los Angeles,Corporate Wellness Site,1
679,Pharmacy,6.448682007593641,7.792089362672982,CA,Canada,North America,Canada,CAD,PIPEDA-oriented privacy controls,Alberta,Vancouver,Telephone Counselling Centre,1
