MedicationSalesKey,MedicationSalesID,Date_Sold,Med_name,Med_class,Quantity_Sold,Price,DateKey,CountryCode,CountryKey,CountryName,GlobalRegion,CurrencyCode,MentalHealthMedicationFlag,TherapeuticClass,MedicationName,MedicationKey,ClientCompanyKey,ClientCompanyName,IndustrySectorName,MedicationSalesAmountLocal,MedicationSalesAmountZAR,PrescriptionRequiredFlag,TreatmentType,LoadDTS
260,MEDSALE000000260,2021-10-31,Hydrochlorothiazide/Amiloride Tablet (25/5 mg), Diuretic/Thiazide Diuretic Combination,74,68.1,20211031,US,1,United States,North America,USD,0, Diuretic/Thiazide Diuretic Combination,Hydrochlorothiazide/Amiloride Tablet,152,16,Global Logistics Employer,Logistics and Supply Chain,5039.4,93228.9,0,General Healthcare Medication,2026-05-26 09:14:55
261,MEDSALE000000261,2022-02-25,Diflunisal Tablet (500 mg), Nonsteroidal Anti-Inflammatory Drug,74,66.6,20220225,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Diflunisal Tablet,45,8,US Healthcare Employer,Healthcare,4928.4,91175.4,0,General Healthcare Medication,2026-05-26 09:14:55
262,MEDSALE000000262,2022-03-18,Testosterone Gel (1%), Androgen Hormone,27,49.0,20220318,US,1,United States,North America,USD,0, Androgen Hormone,Testosterone Gel,22,16,Global Logistics Employer,Logistics and Supply Chain,1323.0,24475.5,0,General Healthcare Medication,2026-05-26 09:14:55
263,MEDSALE000000263,2019-06-28,Oxazepam Capsule (10 mg), Benzodiazepine,22,45.2,20190628,US,1,United States,North America,USD,1, Benzodiazepine,Oxazepam Capsule,69,8,US Healthcare Employer,Healthcare,994.4,18396.4,1,Mental Health Medication,2026-05-26 09:14:55
264,MEDSALE000000264,2020-12-10,Salmeterol Inhaler (50 mcg/actuation), Long-Acting Beta-2 Agonist,5,83.5,20201210,US,1,United States,North America,USD,0, Long-Acting Beta-2 Agonist,Salmeterol Inhaler,36,9,US Financial Services Employer,Financial Services,417.5,7723.75,0,General Healthcare Medication,2026-05-26 09:14:55
265,MEDSALE000000265,2020-11-02,Alprostadil Injection (20 mcg/mL), Prostaglandin E1 Analog,95,50.2,20201102,CA,5,Canada,North America,CAD,0, Prostaglandin E1 Analog,Alprostadil Injection,25,14,Canadian Technology Employer,Technology,4769.0,64858.4,0,General Healthcare Medication,2026-05-26 09:14:55
266,MEDSALE000000266,2020-11-03,Medroxyprogesterone Tablet (2, Progestin Hormone,95,55.6,20201103,UK,3,United Kingdom,Europe,GBP,0, Progestin Hormone,Medroxyprogesterone Tablet (2,147,10,UK Public Sector Employer,Public Sector,5282.0,124127.0,0,General Healthcare Medication,2026-05-26 09:14:55
267,MEDSALE000000267,2019-04-30,Ipratropium Inhaler (20 mcg/actuation), Anticholinergic,34,0.2,20190430,ZA,2,South Africa,Africa,ZAR,0, Anticholinergic,Ipratropium Inhaler,67,1,Standard Bank,Financial Services,6.8,6.8,0,General Healthcare Medication,2026-05-26 09:14:55
268,MEDSALE000000268,2021-09-22,Fluocinolone Topical Oil (0.01%), Low-Potency Corticosteroid,15,99.6,20210922,AU,4,Australia,Asia-Pacific,AUD,0, Low-Potency Corticosteroid,Fluocinolone Topical Oil,153,13,Australian Healthcare Employer,Healthcare,1494.0,18226.8,0,General Healthcare Medication,2026-05-26 09:14:55
269,MEDSALE000000269,2019-11-12,Mupirocin Topical Ointment (2%), Antibiotic,47,19.1,20191112,US,1,United States,North America,USD,0, Antibiotic,Mupirocin Topical Ointment,113,8,US Healthcare Employer,Healthcare,897.7,16607.45,0,General Healthcare Medication,2026-05-26 09:14:55
270,MEDSALE000000270,2023-05-04,Vardenafil Tablet (20 mg), Phosphodiesterase Type 5 Inhibitor,47,44.3,20230504,UK,3,United Kingdom,Europe,GBP,0, Phosphodiesterase Type 5 Inhibitor,Vardenafil Tablet,137,11,UK Financial Services Employer,Financial Services,2082.1,48929.35,0,General Healthcare Medication,2026-05-26 09:14:55
271,MEDSALE000000271,2020-03-06,Fenoprofen Tablet (600 mg), Nonsteroidal Anti-Inflammatory Drug,66,83.8,20200306,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Fenoprofen Tablet,154,16,Global Logistics Employer,Logistics and Supply Chain,5530.8,102319.8,0,General Healthcare Medication,2026-05-26 09:14:55
272,MEDSALE000000272,2021-05-04,Prazosin Capsule (1 mg), Alpha-Blocker,27,17.1,20210504,US,1,United States,North America,USD,0, Alpha-Blocker,Prazosin Capsule,40,9,US Financial Services Employer,Financial Services,461.7,8541.45,0,General Healthcare Medication,2026-05-26 09:14:55
273,MEDSALE000000273,2020-07-12,Naproxen Tablet (250 mg), Nonsteroidal Anti-Inflammatory Drug,72,55.2,20200712,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Naproxen Tablet,90,8,US Healthcare Employer,Healthcare,3974.4,73526.4,0,General Healthcare Medication,2026-05-26 09:14:55
274,MEDSALE000000274,2022-03-04,Tretinoin Topical Cream (0.025%), Retinoid,34,95.2,20220304,US,1,United States,North America,USD,0, Retinoid,Tretinoin Topical Cream,50,9,US Financial Services Employer,Financial Services,3236.8,59880.8,0,General Healthcare Medication,2026-05-26 09:14:55
275,MEDSALE000000275,2023-05-09,Clindamycin Topical Lotion (2%), Antibiotic,43,75.0,20230509,US,1,United States,North America,USD,0, Antibiotic,Clindamycin Topical Lotion,155,8,US Healthcare Employer,Healthcare,3225.0,59662.5,0,General Healthcare Medication,2026-05-26 09:14:55
276,MEDSALE000000276,2020-12-27,Tretinoin Topical Cream (0.025%), Retinoid,97,23.2,20201227,CA,5,Canada,North America,CAD,0, Retinoid,Tretinoin Topical Cream,50,14,Canadian Technology Employer,Technology,2250.4,30605.44,0,General Healthcare Medication,2026-05-26 09:14:55
277,MEDSALE000000277,2020-09-24,Sildenafil Tablet (50 mg), Phosphodiesterase Type 5 Inhibitor,63,52.5,20200924,US,1,United States,North America,USD,0, Phosphodiesterase Type 5 Inhibitor,Sildenafil Tablet,28,8,US Healthcare Employer,Healthcare,3307.5,61188.75,0,General Healthcare Medication,2026-05-26 09:14:55
278,MEDSALE000000278,2019-12-30,Diazepam Tablet (5 mg), Benzodiazepine,90,10.9,20191230,CA,5,Canada,North America,CAD,1, Benzodiazepine,Diazepam Tablet,84,15,Canadian Retail Employer,Retail,981.0,13341.6,1,Mental Health Medication,2026-05-26 09:14:55
279,MEDSALE000000279,2020-09-03,Temazepam Capsule (15 mg), Benzodiazepine,79,95.1,20200903,US,1,United States,North America,USD,1, Benzodiazepine,Temazepam Capsule,136,16,Global Logistics Employer,Logistics and Supply Chain,7512.9,138988.65,1,Mental Health Medication,2026-05-26 09:14:55
280,MEDSALE000000280,2019-05-17,Tretinoin Topical Cream (0.025%), Retinoid,73,81.8,20190517,AU,4,Australia,Asia-Pacific,AUD,0, Retinoid,Tretinoin Topical Cream,50,12,Australian Mining Employer,Mining,5971.4,72851.08,0,General Healthcare Medication,2026-05-26 09:14:55
281,MEDSALE000000281,2020-12-13,Letrozole Tablet (2, Aromatase Inhibitor,17,50.5,20201213,US,1,United States,North America,USD,0, Aromatase Inhibitor,Letrozole Tablet (2,100,8,US Healthcare Employer,Healthcare,858.5,15882.25,0,General Healthcare Medication,2026-05-26 09:14:55
282,MEDSALE000000282,2018-12-19,Tamsulosin Capsule (0.4 mg), Alpha-Blocker,29,6.6,20181219,CA,5,Canada,North America,CAD,0, Alpha-Blocker,Tamsulosin Capsule,93,15,Canadian Retail Employer,Retail,191.4,2603.04,0,General Healthcare Medication,2026-05-26 09:14:55
283,MEDSALE000000283,2019-08-04,Clindamycin Topical Lotion (2%), Antibiotic,6,94.9,20190804,AU,4,Australia,Asia-Pacific,AUD,0, Antibiotic,Clindamycin Topical Lotion,155,13,Australian Healthcare Employer,Healthcare,569.4,6946.68,0,General Healthcare Medication,2026-05-26 09:14:55
284,MEDSALE000000284,2019-04-05,Tadalafil Tablet (20 mg), Phosphodiesterase Type 5 Inhibitor,54,63.2,20190405,ZA,2,South Africa,Africa,ZAR,0, Phosphodiesterase Type 5 Inhibitor,Tadalafil Tablet,156,6,South African Public Sector Employer,Public Sector,3412.8,3412.8,0,General Healthcare Medication,2026-05-26 09:14:55
285,MEDSALE000000285,2022-02-06,Naloxone Injection (0.4 mg/mL), Opioid Antagonist,19,62.1,20220206,US,1,United States,North America,USD,0, Opioid Antagonist,Naloxone Injection,49,9,US Financial Services Employer,Financial Services,1179.9,21828.15,1,General Healthcare Medication,2026-05-26 09:14:55
286,MEDSALE000000286,2023-08-17,Cialis Tablet (5 mg), Phosphodiesterase Type 5 Inhibitor,89,17.7,20230817,US,1,United States,North America,USD,0, Phosphodiesterase Type 5 Inhibitor,Cialis Tablet,131,8,US Healthcare Employer,Healthcare,1575.3,29143.05,0,General Healthcare Medication,2026-05-26 09:14:55
287,MEDSALE000000287,2019-04-23,Premarin Tablet (0.625 mg), Estrogen Hormone,18,35.8,20190423,AU,4,Australia,Asia-Pacific,AUD,0, Estrogen Hormone,Premarin Tablet,157,13,Australian Healthcare Employer,Healthcare,644.4,7861.68,0,General Healthcare Medication,2026-05-26 09:14:55
288,MEDSALE000000288,2020-11-12,Mupirocin Topical Ointment (2%), Antibiotic,14,39.2,20201112,US,1,United States,North America,USD,0, Antibiotic,Mupirocin Topical Ointment,113,9,US Financial Services Employer,Financial Services,548.8,10152.8,0,General Healthcare Medication,2026-05-26 09:14:55
289,MEDSALE000000289,2019-04-13,Anastrozole Tablet (1 mg), Aromatase Inhibitor,48,70.0,20190413,UK,3,United Kingdom,Europe,GBP,0, Aromatase Inhibitor,Anastrozole Tablet,19,11,UK Financial Services Employer,Financial Services,3360.0,78960.0,0,General Healthcare Medication,2026-05-26 09:14:55
290,MEDSALE000000290,2023-06-14,Ketoconazole Topical Cream (2%), Antifungal,78,86.9,20230614,AU,4,Australia,Asia-Pacific,AUD,0, Antifungal,Ketoconazole Topical Cream,150,12,Australian Mining Employer,Mining,6778.2,82694.04,0,General Healthcare Medication,2026-05-26 09:14:55
291,MEDSALE000000291,2022-11-14,Erythromycin/Benzoyl Peroxide Topical Gel (3/5%), Antibiotic/Acne Treatment Combination,98,40.6,20221114,US,1,United States,North America,USD,0, Antibiotic/Acne Treatment Combination,Erythromycin/Benzoyl Peroxide Topical Gel,158,9,US Financial Services Employer,Financial Services,3978.8,73607.8,0,General Healthcare Medication,2026-05-26 09:14:55
292,MEDSALE000000292,2022-11-07,Aspirin Tablet (81 mg), Platelet Aggregation Inhibitor,48,73.6,20221107,ZA,2,South Africa,Africa,ZAR,0, Platelet Aggregation Inhibitor,Aspirin Tablet,99,6,South African Public Sector Employer,Public Sector,3532.8,3532.8,0,General Healthcare Medication,2026-05-26 09:14:55
293,MEDSALE000000293,2019-07-30,Valdecoxib Tablet (20 mg), Nonsteroidal Anti-Inflammatory Drug,1,44.0,20190730,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Valdecoxib Tablet,107,16,Global Logistics Employer,Logistics and Supply Chain,44.0,814.0,0,General Healthcare Medication,2026-05-26 09:14:55
294,MEDSALE000000294,2023-02-04,Budesonide Inhaler (80 mcg/actuation), Inhaled Corticosteroid,53,35.0,20230204,AU,4,Australia,Asia-Pacific,AUD,0, Inhaled Corticosteroid,Budesonide Inhaler,159,12,Australian Mining Employer,Mining,1855.0,22631.0,0,General Healthcare Medication,2026-05-26 09:14:55
295,MEDSALE000000295,2022-09-12,Acyclovir Topical Cream (5%), Antiviral,44,2.9,20220912,US,1,United States,North America,USD,0, Antiviral,Acyclovir Topical Cream,160,9,US Financial Services Employer,Financial Services,127.6,2360.6,0,General Healthcare Medication,2026-05-26 09:14:55
296,MEDSALE000000296,2022-11-14,Vardenafil Tablet (20 mg), Phosphodiesterase Type 5 Inhibitor,94,14.6,20221114,US,1,United States,North America,USD,0, Phosphodiesterase Type 5 Inhibitor,Vardenafil Tablet,137,16,Global Logistics Employer,Logistics and Supply Chain,1372.4,25389.4,0,General Healthcare Medication,2026-05-26 09:14:55
297,MEDSALE000000297,2020-09-24,Triamcinolone Tablet (4 mg), Corticosteroid,82,39.6,20200924,US,1,United States,North America,USD,0, Corticosteroid,Triamcinolone Tablet,24,9,US Financial Services Employer,Financial Services,3247.2,60073.2,0,General Healthcare Medication,2026-05-26 09:14:55
298,MEDSALE000000298,2019-08-31,Sildenafil Tablet (20 mg), Phosphodiesterase Type 5 Inhibitor,58,7.3,20190831,CA,5,Canada,North America,CAD,0, Phosphodiesterase Type 5 Inhibitor,Sildenafil Tablet,63,14,Canadian Technology Employer,Technology,423.4,5758.24,0,General Healthcare Medication,2026-05-26 09:14:55
299,MEDSALE000000299,2018-10-21,Ketoconazole Topical Cream (1%), Antifungal,21,12.6,20181021,US,1,United States,North America,USD,0, Antifungal,Ketoconazole Topical Cream,161,8,US Healthcare Employer,Healthcare,264.6,4895.1,0,General Healthcare Medication,2026-05-26 09:14:55
300,MEDSALE000000300,2023-05-06,Gabapentin Tablet (300 mg), Anticonvulsant,32,26.5,20230506,AU,4,Australia,Asia-Pacific,AUD,0, Anticonvulsant,Gabapentin Tablet,73,12,Australian Mining Employer,Mining,848.0,10345.6,0,General Healthcare Medication,2026-05-26 09:14:55
301,MEDSALE000000301,2019-07-27,Tamsulosin Capsule (0.4 mg), Alpha-Blocker,26,69.2,20190727,UK,3,United Kingdom,Europe,GBP,0, Alpha-Blocker,Tamsulosin Capsule,93,10,UK Public Sector Employer,Public Sector,1799.2,42281.2,0,General Healthcare Medication,2026-05-26 09:14:55
302,MEDSALE000000302,2020-12-28,Zafirlukast Tablet (10 mg), Leukotriene Receptor Antagonist,20,77.3,20201228,US,1,United States,North America,USD,0, Leukotriene Receptor Antagonist,Zafirlukast Tablet,162,7,US Technology Employer,Technology,1546.0,28601.0,0,General Healthcare Medication,2026-05-26 09:14:55
303,MEDSALE000000303,2021-12-05,Ketoconazole Topical Cream (2%), Antifungal,13,11.1,20211205,US,1,United States,North America,USD,0, Antifungal,Ketoconazole Topical Cream,150,9,US Financial Services Employer,Financial Services,144.3,2669.55,0,General Healthcare Medication,2026-05-26 09:14:55
304,MEDSALE000000304,2023-09-29,Methylprednisolone Tablet (4 mg), Corticosteroid,52,77.8,20230929,AU,4,Australia,Asia-Pacific,AUD,0, Corticosteroid,Methylprednisolone Tablet,77,13,Australian Healthcare Employer,Healthcare,4045.6,49356.32,0,General Healthcare Medication,2026-05-26 09:14:55
305,MEDSALE000000305,2020-11-05,Zafirlukast Tablet (10 mg), Leukotriene Receptor Antagonist,43,73.1,20201105,UK,3,United Kingdom,Europe,GBP,0, Leukotriene Receptor Antagonist,Zafirlukast Tablet,162,10,UK Public Sector Employer,Public Sector,3143.3,73867.55,0,General Healthcare Medication,2026-05-26 09:14:55
306,MEDSALE000000306,2022-08-12,Ipratropium/Albuterol Inhaler (18/90 mcg/actuation), Anticholinergic/Short-Acting Beta-2 Agonist Combination,49,2.0,20220812,ZA,2,South Africa,Africa,ZAR,0, Anticholinergic/Short-Acting Beta-2 Agonist Combination,Ipratropium/Albuterol Inhaler,6,3,Vodacom,Telecommunications,98.0,98.0,0,General Healthcare Medication,2026-05-26 09:14:55
307,MEDSALE000000307,2019-03-06,Tamsulosin Tablet (0.2 mg), Alpha-Blocker,99,26.3,20190306,ZA,2,South Africa,Africa,ZAR,0, Alpha-Blocker,Tamsulosin Tablet,42,3,Vodacom,Telecommunications,2603.7,2603.7,0,General Healthcare Medication,2026-05-26 09:14:55
308,MEDSALE000000308,2018-12-22,Clotrimazole Topical Cream (1%), Antifungal,73,55.7,20181222,US,1,United States,North America,USD,0, Antifungal,Clotrimazole Topical Cream,163,16,Global Logistics Employer,Logistics and Supply Chain,4066.1,75222.85,0,General Healthcare Medication,2026-05-26 09:14:55
309,MEDSALE000000309,2019-03-27,Tamsulosin Capsule (0.4 mg), Alpha-Blocker,63,52.0,20190327,US,1,United States,North America,USD,0, Alpha-Blocker,Tamsulosin Capsule,93,9,US Financial Services Employer,Financial Services,3276.0,60606.0,0,General Healthcare Medication,2026-05-26 09:14:55
310,MEDSALE000000310,2020-12-01,Ketorolac Tablet (10 mg), Nonsteroidal Anti-Inflammatory Drug,52,37.0,20201201,AU,4,Australia,Asia-Pacific,AUD,0, Nonsteroidal Anti-Inflammatory Drug,Ketorolac Tablet,58,12,Australian Mining Employer,Mining,1924.0,23472.8,0,General Healthcare Medication,2026-05-26 09:14:55
311,MEDSALE000000311,2021-11-22,Adapalene Topical Gel (0.1%), Retinoid,7,90.9,20211122,ZA,2,South Africa,Africa,ZAR,0, Retinoid,Adapalene Topical Gel,164,4,MTN Group,Telecommunications,636.3,636.3,0,General Healthcare Medication,2026-05-26 09:14:55
312,MEDSALE000000312,2020-11-25,Anastrozole Tablet (1 mg), Aromatase Inhibitor,66,53.2,20201125,US,1,United States,North America,USD,0, Aromatase Inhibitor,Anastrozole Tablet,19,9,US Financial Services Employer,Financial Services,3511.2,64957.2,0,General Healthcare Medication,2026-05-26 09:14:55
313,MEDSALE000000313,2021-07-11,Tamsulosin Capsule (0.4 mg), Alpha-Blocker,32,21.1,20210711,US,1,United States,North America,USD,0, Alpha-Blocker,Tamsulosin Capsule,93,8,US Healthcare Employer,Healthcare,675.2,12491.2,0,General Healthcare Medication,2026-05-26 09:14:55
314,MEDSALE000000314,2019-12-05,Tiotropium Inhaler (18 mcg/actuation), Anticholinergic,95,99.1,20191205,US,1,United States,North America,USD,0, Anticholinergic,Tiotropium Inhaler,11,7,US Technology Employer,Technology,9414.5,174168.25,0,General Healthcare Medication,2026-05-26 09:14:55
315,MEDSALE000000315,2023-06-05,Triamcinolone Topical Ointment (0.1%), Corticosteroid,64,37.9,20230605,US,1,United States,North America,USD,0, Corticosteroid,Triamcinolone Topical Ointment,20,9,US Financial Services Employer,Financial Services,2425.6,44873.6,0,General Healthcare Medication,2026-05-26 09:14:55
316,MEDSALE000000316,2019-07-12,Fentanyl Patch (25 mcg/h), Opioid Analgesic,48,80.7,20190712,ZA,2,South Africa,Africa,ZAR,0, Opioid Analgesic,Fentanyl Patch,26,6,South African Public Sector Employer,Public Sector,3873.6,3873.6,1,General Healthcare Medication,2026-05-26 09:14:55
317,MEDSALE000000317,2020-12-23,Alprostadil Injection (20 mcg/mL), Prostaglandin E1 Analog,2,98.0,20201223,US,1,United States,North America,USD,0, Prostaglandin E1 Analog,Alprostadil Injection,25,7,US Technology Employer,Technology,196.0,3626.0,0,General Healthcare Medication,2026-05-26 09:14:55
318,MEDSALE000000318,2020-01-10,Acetaminophen Tablet (325 mg), Analgesic,71,99.5,20200110,US,1,United States,North America,USD,0, Analgesic,Acetaminophen Tablet,146,7,US Technology Employer,Technology,7064.5,130693.25,0,General Healthcare Medication,2026-05-26 09:14:55
319,MEDSALE000000319,2019-10-31,Premarin Tablet (0.625 mg), Estrogen Hormone,55,80.0,20191031,US,1,United States,North America,USD,0, Estrogen Hormone,Premarin Tablet,157,8,US Healthcare Employer,Healthcare,4400.0,81400.0,0,General Healthcare Medication,2026-05-26 09:14:55
320,MEDSALE000000320,2022-10-07,Telmisartan Tablet (40 mg), Angiotensin II Receptor Blocker,32,50.7,20221007,US,1,United States,North America,USD,0, Angiotensin II Receptor Blocker,Telmisartan Tablet,165,8,US Healthcare Employer,Healthcare,1622.4,30014.4,0,General Healthcare Medication,2026-05-26 09:14:55
321,MEDSALE000000321,2021-08-07,Testosterone Gel (1%), Androgen Hormone,10,68.3,20210807,ZA,2,South Africa,Africa,ZAR,0, Androgen Hormone,Testosterone Gel,22,1,Standard Bank,Financial Services,683.0,683.0,0,General Healthcare Medication,2026-05-26 09:14:55
322,MEDSALE000000322,2018-12-02,Hydrocortisone Topical Cream (2%), Corticosteroid,61,42.5,20181202,AU,4,Australia,Asia-Pacific,AUD,0, Corticosteroid,Hydrocortisone Topical Cream,166,13,Australian Healthcare Employer,Healthcare,2592.5,31628.5,0,General Healthcare Medication,2026-05-26 09:14:55
323,MEDSALE000000323,2019-03-02,Terbinafine Cream (1%), Antifungal,19,57.9,20190302,CA,5,Canada,North America,CAD,0, Antifungal,Terbinafine Cream,167,14,Canadian Technology Employer,Technology,1100.1,14961.36,0,General Healthcare Medication,2026-05-26 09:14:55
324,MEDSALE000000324,2022-10-06,Dutasteride Capsule (0.5 mg), 5-Alpha Reductase Inhibitor,64,71.0,20221006,US,1,United States,North America,USD,0, 5-Alpha Reductase Inhibitor,Dutasteride Capsule,31,8,US Healthcare Employer,Healthcare,4544.0,84064.0,0,General Healthcare Medication,2026-05-26 09:14:55
325,MEDSALE000000325,2021-06-04,Alprostadil Urethral Suppository (125 mcg), Prostaglandin E1 Analog,91,68.8,20210604,UK,3,United Kingdom,Europe,GBP,0, Prostaglandin E1 Analog,Alprostadil Urethral Suppository,2,10,UK Public Sector Employer,Public Sector,6260.8,147128.8,0,General Healthcare Medication,2026-05-26 09:14:55
326,MEDSALE000000326,2021-11-11,Minoxidil Topical Solution (5%), Vasodilator,56,49.0,20211111,US,1,United States,North America,USD,0, Vasodilator,Minoxidil Topical Solution,51,7,US Technology Employer,Technology,2744.0,50764.0,0,General Healthcare Medication,2026-05-26 09:14:55
327,MEDSALE000000327,2020-07-18,Desonide Topical Cream (0.05%), Low-Potency Corticosteroid,27,59.4,20200718,US,1,United States,North America,USD,0, Low-Potency Corticosteroid,Desonide Topical Cream,78,9,US Financial Services Employer,Financial Services,1603.8,29670.3,0,General Healthcare Medication,2026-05-26 09:14:55
328,MEDSALE000000328,2020-12-08,Buspirone Tablet (5 mg), Anxiolytic,86,28.0,20201208,AU,4,Australia,Asia-Pacific,AUD,1, Anxiolytic,Buspirone Tablet,4,12,Australian Mining Employer,Mining,2408.0,29377.6,1,Mental Health Medication,2026-05-26 09:14:55
329,MEDSALE000000329,2019-02-12,Valdecoxib Tablet (20 mg), Nonsteroidal Anti-Inflammatory Drug,6,5.7,20190212,CA,5,Canada,North America,CAD,0, Nonsteroidal Anti-Inflammatory Drug,Valdecoxib Tablet,107,14,Canadian Technology Employer,Technology,34.2,465.12,0,General Healthcare Medication,2026-05-26 09:14:55
330,MEDSALE000000330,2023-05-31,Mupirocin Topical Ointment (2%), Antibiotic,94,16.0,20230531,US,1,United States,North America,USD,0, Antibiotic,Mupirocin Topical Ointment,113,7,US Technology Employer,Technology,1504.0,27824.0,0,General Healthcare Medication,2026-05-26 09:14:55
331,MEDSALE000000331,2020-02-25,Anastrozole Tablet (1 mg), Aromatase Inhibitor,45,7.5,20200225,US,1,United States,North America,USD,0, Aromatase Inhibitor,Anastrozole Tablet,19,8,US Healthcare Employer,Healthcare,337.5,6243.75,0,General Healthcare Medication,2026-05-26 09:14:55
332,MEDSALE000000332,2022-09-17,"Nystatin/Triamcinolone Topical Cream (100,000 units/g", 0.1%) - Antifungal/Corticosteroid Combination,92,76.0,20220917,US,1,United States,North America,USD,0, 0.1%) - Antifungal/Corticosteroid Combination,"Nystatin/Triamcinolone Topical Cream (100,000 units/g",168,8,US Healthcare Employer,Healthcare,6992.0,129352.0,0,General Healthcare Medication,2026-05-26 09:14:55
333,MEDSALE000000333,2023-06-05,Desonide Topical Cream (0.05%), Low-Potency Corticosteroid,59,68.4,20230605,US,1,United States,North America,USD,0, Low-Potency Corticosteroid,Desonide Topical Cream,78,7,US Technology Employer,Technology,4035.6,74658.6,0,General Healthcare Medication,2026-05-26 09:14:55
334,MEDSALE000000334,2019-03-08,Sildenafil Tablet (20 mg), Phosphodiesterase Type 5 Inhibitor,64,70.3,20190308,ZA,2,South Africa,Africa,ZAR,0, Phosphodiesterase Type 5 Inhibitor,Sildenafil Tablet,63,4,MTN Group,Telecommunications,4499.2,4499.2,0,General Healthcare Medication,2026-05-26 09:14:55
335,MEDSALE000000335,2023-02-20,Mupirocin Topical Ointment (2%), Antibiotic,23,9.9,20230220,US,1,United States,North America,USD,0, Antibiotic,Mupirocin Topical Ointment,113,9,US Financial Services Employer,Financial Services,227.7,4212.45,0,General Healthcare Medication,2026-05-26 09:14:55
336,MEDSALE000000336,2022-01-12,Sildenafil Tablet (100 mg), Phosphodiesterase Type 5 Inhibitor,42,5.0,20220112,US,1,United States,North America,USD,0, Phosphodiesterase Type 5 Inhibitor,Sildenafil Tablet,169,16,Global Logistics Employer,Logistics and Supply Chain,210.0,3885.0,0,General Healthcare Medication,2026-05-26 09:14:55
337,MEDSALE000000337,2023-01-20,Clindamycin Topical Lotion (2%), Antibiotic,88,21.4,20230120,US,1,United States,North America,USD,0, Antibiotic,Clindamycin Topical Lotion,155,7,US Technology Employer,Technology,1883.2,34839.2,0,General Healthcare Medication,2026-05-26 09:14:55
338,MEDSALE000000338,2021-01-22,Gabapentin Tablet (300 mg), Anticonvulsant,95,44.2,20210122,AU,4,Australia,Asia-Pacific,AUD,0, Anticonvulsant,Gabapentin Tablet,73,13,Australian Healthcare Employer,Healthcare,4199.0,51227.8,0,General Healthcare Medication,2026-05-26 09:14:55
339,MEDSALE000000339,2019-10-31,Propranolol Tablet (10 mg), Beta-Blocker,77,78.1,20191031,ZA,2,South Africa,Africa,ZAR,0, Beta-Blocker,Propranolol Tablet,123,3,Vodacom,Telecommunications,6013.7,6013.7,0,General Healthcare Medication,2026-05-26 09:14:55
340,MEDSALE000000340,2020-09-26,Hydroxychloroquine Tablet (200 mg), Disease-Modifying Antirheumatic Drug,27,77.5,20200926,US,1,United States,North America,USD,0, Disease-Modifying Antirheumatic Drug,Hydroxychloroquine Tablet,83,16,Global Logistics Employer,Logistics and Supply Chain,2092.5,38711.25,0,General Healthcare Medication,2026-05-26 09:14:55
341,MEDSALE000000341,2022-08-28,Salicylic Acid Topical Cream (3%), Keratolytic,99,0.5,20220828,US,1,United States,North America,USD,0, Keratolytic,Salicylic Acid Topical Cream,118,8,US Healthcare Employer,Healthcare,49.5,915.75,0,General Healthcare Medication,2026-05-26 09:14:55
342,MEDSALE000000342,2021-02-20,Nebivolol Tablet (5 mg), Beta-Blocker,72,90.0,20210220,UK,3,United Kingdom,Europe,GBP,0, Beta-Blocker,Nebivolol Tablet,81,10,UK Public Sector Employer,Public Sector,6480.0,152280.0,0,General Healthcare Medication,2026-05-26 09:14:55
343,MEDSALE000000343,2020-10-01,Clonidine Tablet (0.1 mg), Alpha-2 Agonist,51,68.1,20201001,AU,4,Australia,Asia-Pacific,AUD,0, Alpha-2 Agonist,Clonidine Tablet,72,12,Australian Mining Employer,Mining,3473.1,42371.82,0,General Healthcare Medication,2026-05-26 09:14:55
344,MEDSALE000000344,2022-11-05,Ketoconazole Topical Cream (2%), Antifungal,23,65.8,20221105,US,1,United States,North America,USD,0, Antifungal,Ketoconazole Topical Cream,150,7,US Technology Employer,Technology,1513.4,27997.9,0,General Healthcare Medication,2026-05-26 09:14:55
345,MEDSALE000000345,2019-05-05,Mupirocin Topical Ointment (2%), Antibiotic,25,10.4,20190505,US,1,United States,North America,USD,0, Antibiotic,Mupirocin Topical Ointment,113,9,US Financial Services Employer,Financial Services,260.0,4810.0,0,General Healthcare Medication,2026-05-26 09:14:55
346,MEDSALE000000346,2022-12-15,Papaverine Injection (30 mg/mL), Vasodilator,30,85.6,20221215,ZA,2,South Africa,Africa,ZAR,0, Vasodilator,Papaverine Injection,104,5,Sasol,Energy,2568.0,2568.0,0,General Healthcare Medication,2026-05-26 09:14:55
347,MEDSALE000000347,2023-03-22,Leflunomide Tablet (10 mg), Disease-Modifying Antirheumatic Drug,20,93.1,20230322,ZA,2,South Africa,Africa,ZAR,0, Disease-Modifying Antirheumatic Drug,Leflunomide Tablet,170,3,Vodacom,Telecommunications,1862.0,1862.0,0,General Healthcare Medication,2026-05-26 09:14:55
